NAME,ADDRESS,CITY,STATE,ZIP,TYPE,DEGREES OFFERED,CAMPUS SETTING,CAMPUS HOUSING,STUDENT POPULATION,UNDERGRADUATE STUDENTS,PUBLIC/PRIVATE,PUBLISHED IN-STATE TUITION AND FEES ($),PUBLISHED OUT-OF-STATE TUITION AND FEES ($),TELEPHONE,POPULATION,LATITUDE,LONGITUDE,WEBSITE,RANK,UNDERGRADUATE POPULATION,NET PRICE,AVERAGE GRANT AID,TOTAL ANNUAL COST,ALUMNI SALARY,ACCEPTANCE RATE
SALEM COLLEGE,601 S CHURCH ST,WINSTON-SALEM,NC,27101,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , BACHELOR'S DEGREE , MASTER'S DEGREE",CITY,YES,842.0,704.0,PRIVATE NON-PROFIT,29166.0,29166.0,(336) 721-2600,1093,36.087487421999995,-80.24113592100001,www.salem.edu/,605.0,968.0,17669.0,25354.0,46080.0,73700.0,57.0
SPRING HILL COLLEGE,4000 DAUPHIN ST,MOBILE,AL,36608-1791,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE",CITY,YES,1379.0,1254.0,PRIVATE NON-PROFIT,39464.0,39464.0,(251) 380-4000,1669,30.6947236890001,-88.138209963,www.shc.edu,607.0,1442.0,21108.0,29825.0,55168.0,NAN,46.0
SWEET BRIAR COLLEGE,134 CHAPEL DRIVE,SWEET BRIAR,VA,24595-9998,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE",SUBURB,YES,337.0,336.0,PRIVATE NON-PROFIT,21000.0,21000.0,(434) 381-6100,564,37.5563505550001,-79.079733988,www.sbc.edu,608.0,323.0,21291.0,30802.0,54155.0,79700.0,93.0
UNIVERSITY OF TOLEDO,2801 W BANCROFT,TOLEDO,OH,43606-3390,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE , DOCTOR'S DEGREE - OTHER",CITY,YES,20237.0,16065.0,PUBLIC,10293.0,19653.0,(800) 586-5336,23705,41.657232648000004,-83.615931233,www.utoledo.edu/,609.0,18077.0,13832.0,8050.0,34375.0,92500.0,94.0
SOUTHEASTERN LOUISIANA UNIVERSITY,548 NED MCGEHEE AVE.,HAMMOND,LA,70402,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",CITY,YES,14298.0,13331.0,PUBLIC,8165.0,20643.0,(985) 549-2000,15785,30.513610558000003,-90.4685204689999,www.southeastern.edu,611.0,14285.0,12739.0,7250.0,34155.0,83900.0,88.0
UNIVERSITY OF SOUTH ALABAMA,307 N UNIVERSITY BLVD,MOBILE,AL,36688-0002,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",CITY,YES,14834.0,10293.0,PUBLIC,8396.0,16292.0,(251) 460-6101,17882,30.69505632,-88.18187778,www.southalabama.edu,612.0,12848.0,14237.0,6927.0,28210.0,86400.0,82.0
MURRAY STATE UNIVERSITY,218 WELLS HALL,MURRAY,KY,42071-3318,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE , DOCTOR'S DEGREE - OTHER",TOWN,YES,9454.0,8056.0,PUBLIC,9084.0,24540.0,(270) 809-3011,10950,36.612383056999995,-88.323497871,www.murraystate.edu,613.0,9916.0,11497.0,8426.0,37870.0,79900.0,87.0
UNIVERSITY OF NEW ORLEANS,2000 LAKESHORE DRIVE,NEW ORLEANS,LA,70148,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP",CITY,YES,8151.0,6588.0,PUBLIC,8771.0,13607.0,(888) 514-4275,9379,30.0285645290001,-90.06846224,www.uno.edu,616.0,7964.0,11135.0,8151.0,28568.0,91600.0,57.0
NORTH GREENVILLE UNIVERSITY,7801 N. TIGERVILLE ROAD,TIGERVILLE,SC,29688-1892,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP",RURAL,YES,2578.0,2319.0,PRIVATE NON-PROFIT,19750.0,19750.0,(864) 977-7000,3021,35.069803404,-82.370271917,www.ngu.edu,618.0,2356.0,26450.0,15812.0,36000.0,NAN,61.0
MILLIKIN UNIVERSITY,1184 W MAIN ST,DECATUR,IL,62522-2084,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",CITY,YES,2094.0,1985.0,PRIVATE NON-PROFIT,35002.0,35002.0,(217) 424-6211,2563,39.8426049010001,-88.97400533,https://www.millikin.edu,620.0,2040.0,20435.0,23312.0,47664.0,83400.0,65.0
NORTHERN ILLINOIS UNIVERSITY,1425 W. LINCOLN HWY.,DEKALB,IL,60115-2828,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",SUBURB,YES,17169.0,12788.0,PUBLIC,14617.0,14617.0,(800) 892-3050,20378,41.9338128150001,-88.7660331549999,www.niu.edu,621.0,15429.0,19786.0,9482.0,38314.0,95500.0,53.0
CLEVELAND STATE UNIVERSITY,2121 EUCLID AVENUE,CLEVELAND,OH,44115-2214,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",CITY,YES,16069.0,11999.0,PUBLIC,10457.0,14824.0,(216) 687-2000,18524,41.5023279050001,-81.674308375,www.csuohio.edu/,622.0,14594.0,16582.0,7096.0,30825.0,88600.0,90.0
HUMBOLDT STATE UNIVERSITY,1 HARPST STREET,ARCATA,CA,95521-8299,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE",TOWN,YES,7972.0,7319.0,PUBLIC,7675.0,19555.0,(707) 826-3011,9168,40.875498781,-124.07725156299999,www.humboldt.edu,623.0,8525.0,14490.0,9038.0,36601.0,89000.0,82.0
MONMOUTH COLLEGE,700 E BROADWAY,MONMOUTH,IL,61462-1998,FOUR OR MORE YEARS,BACHELOR'S DEGREE,TOWN,YES,914.0,914.0,PRIVATE NON-PROFIT,37674.0,37674.0,(309) 457-2311,1233,40.9146049020001,-90.638126361,www.monmouthcollege.edu,624.0,1033.0,17190.0,27809.0,47970.0,88100.0,67.0
ELMIRA COLLEGE,ONE PARK PLACE,ELMIRA,NY,14901,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE",CITY,YES,892.0,819.0,PRIVATE NON-PROFIT,41900.0,41900.0,(607) 735-1800,1199,42.096664838,-76.816566236,https://www.elmira.edu,626.0,1012.0,26255.0,26883.0,55050.0,82200.0,85.0
UNIVERSITY OF SOUTHERN MISSISSIPPI,118 COLLEGE DRIVE # 0001,HATTIESBURG,MS,39406-0001,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP",CITY,YES,14509.0,11920.0,PUBLIC,8624.0,10624.0,(601) 266-1000,17224,31.3274906300001,-89.337924184,www.usm.edu,627.0,13606.0,13178.0,9292.0,24883.0,83900.0,98.0
LYON COLLEGE,2300 HIGHLAND ROAD,BATESVILLE,AR,72501,FOUR OR MORE YEARS,BACHELOR'S DEGREE,TOWN,YES,655.0,655.0,PRIVATE NON-PROFIT,28790.0,28790.0,(870) 307-7000,853,35.778165218000005,-91.62620765700001,www.lyon.edu,628.0,672.0,18605.0,18534.0,39120.0,NAN,64.0
MIDDLE TENNESSEE STATE UNIVERSITY,1301 EAST MAIN STREET,MURFREESBORO,TN,37132,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP",CITY,YES,21631.0,19252.0,PUBLIC,8858.0,27098.0,(615) 898-2300,24218,35.848105487000105,-86.36723650499991,www.mtsu.edu,631.0,21913.0,12416.0,8607.0,40458.0,81100.0,59.0
WARREN WILSON COLLEGE,701 WARREN WILSON RD,SWANNANOA,NC,28778-2099,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE",SUBURB,YES,741.0,657.0,PRIVATE NON-PROFIT,36280.0,36280.0,(828) 771-2000,985,35.611742046000096,-82.441069738,https://www.warren-wilson.edu/,632.0,661.0,25117.0,19414.0,49744.0,74600.0,79.0
NORTHERN KENTUCKY UNIVERSITY,NUNN DRIVE,HIGHLAND HEIGHTS,KY,41099,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",SUBURB,YES,14764.0,11914.0,PUBLIC,10032.0,19680.0,(859) 572-5100,16647,39.029248248,-84.465995031,www.nku.edu,633.0,14141.0,9131.0,8295.0,32136.0,87400.0,90.0
WESTERN ILLINOIS UNIVERSITY,1 UNIVERSITY CIRCLE,MACOMB,IL,61455,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP",TOWN,YES,8502.0,6754.0,PUBLIC,12951.0,12951.0,(309) 295-1414,10106,40.4649855010001,-90.68478038200001,www.wiu.edu,634.0,9441.0,15844.0,9239.0,25835.0,85900.0,60.0
FORT LEWIS COLLEGE,1000 RIM DRIVE,DURANGO,CO,81301-3999,FOUR OR MORE YEARS,"TOW BUT LESS THAN 4 YEARS CERTIFICATE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE",TOWN,YES,3319.0,3272.0,PUBLIC,9040.0,19696.0,(970) 247-7010,3931,37.2754204840001,-107.86700294200001,fortlewis.edu/,636.0,3332.0,17705.0,10850.0,36843.0,82600.0,83.0
MARLBORO COLLEGE,2582 SOUTH RD,MARLBORO,VT,05344-0300,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE",RURAL,YES,142.0,142.0,PRIVATE NON-PROFIT,40840.0,40840.0,(802) 490-0553,271,42.839612861,-72.7365917229999,www.marlboro.edu,637.0,185.0,17636.0,33054.0,55625.0,NAN,97.0
HIRAM COLLEGE, ,HIRAM,OH,44234-0067,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE",TOWN,YES,1255.0,1244.0,PRIVATE NON-PROFIT,36358.0,36358.0,(330) 569-3211,1499,41.311020117000105,-81.14153416399999,WWW.HIRAM.EDU,639.0,1200.0,21474.0,23318.0,47757.0,84100.0,64.0
UNIVERSITY OF MEMPHIS,SOUTHERN AVENUE,MEMPHIS,TN,38152,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",CITY,YES,21458.0,17233.0,PUBLIC,9317.0,21029.0,(901) 678-2000,24868,35.1220932050001,-89.9379068659999,www.memphis.edu,640.0,19875.0,13921.0,8960.0,36372.0,85800.0,85.0
EASTERN KENTUCKY UNIVERSITY,521 LANCASTER AVE,RICHMOND,KY,40475-3102,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE , DOCTOR'S DEGREE - OTHER",TOWN,YES,15815.0,13398.0,PUBLIC,9666.0,19444.0,(859) 622-1000,18441,37.7404389120001,-84.30139329799991,www.eku.edu,641.0,16155.0,11892.0,8234.0,31978.0,80700.0,87.0
FISK UNIVERSITY,1000 17TH AVE NORTH,NASHVILLE,TN,37208-4501,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE",CITY,YES,780.0,743.0,PRIVATE NON-PROFIT,21480.0,21480.0,(615) 329-8500,1050,36.169093735,-86.805651595,www.fisk.edu,642.0,701.0,28362.0,9396.0,37070.0,83600.0,45.0
GUILFORD COLLEGE,5800 W FRIENDLY AVENUE,GREENSBORO,NC,27410-4108,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE",CITY,YES,1576.0,1567.0,PRIVATE NON-PROFIT,37120.0,37120.0,(336) 316-2000,1978,36.0925956350001,-79.888842875,https://www.guilford.edu,643.0,1680.0,23560.0,22964.0,50813.0,75600.0,91.0
CARSON-NEWMAN UNIVERSITY,1646 S RUSSELL AVE,JEFFERSON CITY,TN,37760,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP",SUBURB,YES,2560.0,1774.0,PRIVATE NON-PROFIT,27900.0,27900.0,(865) 471-2000,3026,36.121544999,-83.492832302,www.cn.edu,644.0,1934.0,18003.0,20126.0,40640.0,76500.0,67.0
MOREHOUSE COLLEGE,830 WESTVIEW DR SW,ATLANTA,GA,30314,FOUR OR MORE YEARS,BACHELOR'S DEGREE,CITY,YES,2206.0,2206.0,PRIVATE NON-PROFIT,27576.0,27576.0,(470) 639-0999,2584,33.747966165,-84.415131398,www.morehouse.edu,645.0,2202.0,34928.0,17318.0,48723.0,98700.0,74.0
INDIANA STATE UNIVERSITY,210 N 7TH ST,TERRE HAUTE,IN,47809,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",CITY,YES,13044.0,10950.0,PUBLIC,9090.0,19836.0,(812) 237-6311,14957,39.46906785,-87.40785479999991,https://www.indstate.edu,647.0,13626.0,13012.0,9297.0,32938.0,85600.0,85.0
WELLS COLLEGE,170 MAIN STREET,AURORA,NY,13026-0500,FOUR OR MORE YEARS,BACHELOR'S DEGREE,RURAL,YES,471.0,471.0,PRIVATE NON-PROFIT,40700.0,40700.0,(315) 364-3264,676,42.7443393510001,-76.69650182,www.wells.edu,649.0,488.0,22828.0,30207.0,55180.0,NAN,80.0
CATAWBA COLLEGE,2300 W INNES ST,SALISBURY,NC,28144,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE",SUBURB,YES,1294.0,1289.0,PRIVATE NON-PROFIT,30520.0,30520.0,(704) 637-4111,1635,35.691666706999996,-80.483851069,www.catawba.edu,650.0,1336.0,19807.0,23662.0,44921.0,78100.0,42.0
A T STILL UNIVERSITY OF HEALTH SCIENCES,800 W JEFFERSON,KIRKSVILLE,MO,63501,FOUR OR MORE YEARS,"POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",TOWN,YES,3717.0,0.0,PRIVATE NON-PROFIT,NAN,NAN,(660) 626-2121,5123,40.1936145490001,-92.589319033,WWW.ATSU.EDU,,,,,,,
AANIIIH NAKODA COLLEGE,269 BLACKFEET AVENUE AGENCY,HARLEM,MT,59526,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",RURAL,NO,150.0,150.0,PUBLIC,2410.0,2410.0,(406) 353-2607,201,48.484175373,-108.75794082799999,www.ancollege.edu,,,,,,,
ABC ADULT SCHOOL,12254 CUESTA DRIVE,CERRITOS,CA,90703-2801,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",SUBURB,NO,90.0,90.0,PUBLIC,NAN,NAN,(562) 229-7960,172,33.878197654000104,-118.070109518,https://www.abcadultschool.com,,,,,,,
ABC ADULT SCHOOL - CABRILLO LANE,20122 CABRILLO LANE,CERRITOS,CA,90703-7748,NAN,NAN,SUBURB,NO,NAN,NAN,NAN,NAN,NAN,NOT AVAILABLE,-999,33.8472793330001,-118.078939061,NOT AVAILABLE,,,,,,,
ABC BEAUTY ACADEMY,2109 BUCKINGHAM RD.,RICHARDSON,TX,75081,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",CITY,NO,33.0,33.0,PRIVATE FOR-PROFIT,NAN,NAN,(469) 872-0889,46,32.9298379190001,-96.684379345,www.abcbeautyacademy.webs.com,,,,,,,
ABCO TECHNOLOGY,11222 S. LA CIENEGA BLVD STE 588,INGLEWOOD,CA,90304-1551,LESS THAN 2 YEARS (BELOW ASSOCIATE),LESS THAN ONE YEAR CERTIFICATE,SUBURB,NO,65.0,65.0,PRIVATE FOR-PROFIT,NAN,NAN,(310) 216-3067,85,33.93212593,-118.369812501,www.abcotechnology.edu,,,,,,,
ABCOTT INSTITUTE,"16250 NORTHLAND DRIVE, SUITE 205",SOUTHFIELD,MI,48075-5227,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",CITY,NO,60.0,60.0,PRIVATE FOR-PROFIT,NAN,NAN,(248) 440-0102,98,42.4463487730001,-83.2106240479999,www.abcott.edu,,,,,,,
ABDILL CAREER COLLEGE INC,843 E MAIN STE 203,MEDFORD,OR,97504-7137,LESS THAN 2 YEARS (BELOW ASSOCIATE),LESS THAN ONE YEAR CERTIFICATE,CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,NAN,NAN,(541) 779-8384,-999,42.328144712,-122.863066263,www.abdill.com,,,,,,,
ABRAHAM BALDWIN AGRICULTURAL COLLEGE,2802 MOORE HWY,TIFTON,GA,31793-2601,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",TOWN,YES,4291.0,4291.0,PUBLIC,3503.0,10241.0,(229) 391-5001,4849,31.48193021,-83.528285393,www.abac.edu,,,,,,,
ACADEMY COLLEGE,"1600 W. 82ND STREET, SUITE 100",BLOOMINGTON,MN,55431-1411,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,99.0,99.0,PRIVATE FOR-PROFIT,17661.0,17661.0,(952) 851-0066,130,44.8558293510001,-93.299865987,www.academycollege.edu,,,,,,,
ACADEMY DI CAPELLI-SCHOOL OF COSMETOLOGY,950 YALE AVE UNIT 20,WALLINGFORD,CT,06492,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",SUBURB,NO,208.0,208.0,PRIVATE FOR-PROFIT,NAN,NAN,(203) 294-4960,249,41.4899324670001,-72.806855721,www.academydicapelli.com,,,,,,,
ACADEMY DI FIRENZE,149 WEST MAIN STREET,JEROME,ID,83338-2329,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , TOW BUT LESS THAN 4 YEARS CERTIFICATE",TOWN,NO,14.0,14.0,PRIVATE FOR-PROFIT,NAN,NAN,(208) 644-1546,17,42.723883009000104,-114.51986560799999,www.academydifirenze.com,,,,,,,
ACADEMY FOR CAREERS AND TECHNOLOGY,2697 E HWY 76,MULLINS,SC,29574-6009,LESS THAN 2 YEARS (BELOW ASSOCIATE),ONE BUT LESS THAN TWO YEARS CERTIFICATE,RURAL,NO,41.0,41.0,PUBLIC,NAN,NAN,(843) 423-1941,47,34.1864378770001,-79.340131958,www.mcact.org,,,,,,,
ACADEMY FOR FIVE ELEMENT ACUPUNCTURE,305 SE 2ND AVE,GAINESVILLE,FL,32601,FOUR OR MORE YEARS,MASTER'S DEGREE,CITY,NO,59.0,0.0,PRIVATE NON-PROFIT,NAN,NAN,(352) 335-2332,70,29.650086732,-82.3219798109999,www.acupuncturist.edu,,,,,,,
ACADEMY FOR JEWISH RELIGION-CALIFORNIA,574 HILGARD AVENUE,LOS ANGELES,CA,90024,FOUR OR MORE YEARS,MASTER'S DEGREE,CITY,NO,54.0,0.0,PRIVATE NON-PROFIT,NAN,NAN,(213) 884-4133,77,34.070311438000005,-118.438536235,www.ajrca.edu,,,,,,,
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,5154 OKEECHOBEE BLVD STE 201,WEST PALM BEACH,FL,33417,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , TOW BUT LESS THAN 4 YEARS CERTIFICATE",SUBURB,NO,466.0,466.0,PRIVATE NON-PROFIT,NAN,NAN,(561) 683-1400,503,26.706549461000098,-80.121472129,www.ANHO.edu,,,,,,,
ACADEMY FOR SALON PROFESSIONALS,19520 NORDHOFF ST. UNIT 9,NORTHRIDGE,CA,91324,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",CITY,NO,81.0,81.0,PRIVATE FOR-PROFIT,NAN,NAN,(818) 701-5799,90,34.234187321,-118.55819947299999,www.academyla.com/,,,,,,,
ACADEMY OF ART UNIVERSITY,79 NEW MONTGOMERY,SAN FRANCISCO,CA,94105,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , TOW BUT LESS THAN 4 YEARS CERTIFICATE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE",CITY,YES,10616.0,7051.0,PRIVATE FOR-PROFIT,22308.0,22308.0,(800) 544-2787,12656,37.7877883350001,-122.400694206,www.academyart.edu,,,,,,,
ACADEMY OF CAREER TRAINING,3501 W VINE ST STE 111,KISSIMMEE,FL,34741,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",CITY,NO,46.0,46.0,PRIVATE FOR-PROFIT,NAN,NAN,(407) 943-8777,59,28.306094877000103,-81.4395607,academyofcareertraining.com,,,,,,,
ACADEMY OF CAREERS AND TECHNOLOGY,390 STANAFORD RD,BECKLEY,WV,25801,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",CITY,NO,155.0,155.0,PUBLIC,NAN,NAN,(304) 256-5302,169,37.799813821,-81.168625586,www.wvact.net,,,,,,,
ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES,"1600 BROADWAY, STE. 200",OAKLAND,CA,94612,FOUR OR MORE YEARS,"MASTER'S DEGREE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP",CITY,NO,103.0,0.0,PRIVATE NON-PROFIT,NAN,NAN,(510) 763-7870,155,37.805981554,-122.26979224700001,www.acchs.edu,,,,,,,
ACADEMY OF COSMETOLOGY,133 W MENDENHALL,BOZEMAN,MT,59715-3544,LESS THAN 2 YEARS (BELOW ASSOCIATE),ONE BUT LESS THAN TWO YEARS CERTIFICATE,TOWN,NO,35.0,35.0,PRIVATE FOR-PROFIT,NAN,NAN,(406) 587-1264,40,45.680468061999996,-111.039812335,www.academycosmetology.com,,,,,,,
ACADEMY OF COSMETOLOGY,2088 N. COURTENAY PARKWAY,MERRITT ISLAND,FL,32953,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",SUBURB,NO,119.0,119.0,PRIVATE FOR-PROFIT,NAN,NAN,(321) 452-8490,136,28.3940944010001,-80.70375129199991,FLORIDACOSMETOLOGYSCHOOLS.COM,,,,,,,
ACADEMY OF COSMETOLOGY,2310 W COURT ST,JANESVILLE,WI,53548-3307,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , TOW BUT LESS THAN 4 YEARS CERTIFICATE",CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,NAN,NAN,(608) 758-4810,-999,42.6796710960001,-89.04891243,www.cosmetologycareer.net/,,,,,,,
ACADEMY OF COSMETOLOGY AND ESTHETICS,1419 WEST AUSTIN BOULEVARD,NEVADA,MO,64772-2805,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",TOWN,NO,28.0,28.0,PRIVATE FOR-PROFIT,NAN,NAN,(417) 667-7779,37,37.8374738520001,-94.37569193600001,acosmetology.com,,,,,,,
ACADEMY OF COSMETOLOGY AND ESTHETICS NYC,187 NEW DORP LN,STATEN ISLAND,NY,10306,LESS THAN 2 YEARS (BELOW ASSOCIATE),ONE BUT LESS THAN TWO YEARS CERTIFICATE,CITY,NO,63.0,63.0,PRIVATE FOR-PROFIT,NAN,NAN,(718) 979-9001,75,40.573255273,-74.1144776629999,www.theacademynyc.com,,,,,,,
